"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag54and54Footnotes"
"2003","France","Number","Females","Total","Neoplasms","6354145",""
"2003","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","5954885",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","707",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","690",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54stomach","154878",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54colon","654082",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","154857",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","154856",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","354577",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","5422",""
"2003","France","Number","Females","Total","Malignant54melanoma54of54skin","684",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54breast","11276",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","782",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","2299",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3279",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1158",""
"2003","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1091",""
"2003","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","654075",""
"2003","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1360",""
"2003","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","1454081",""
"2003","France","Number","Females","Total","Diabetes54mellitus","654744",""
"2003","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","11487",""
"2003","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","656",""
"2003","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","31",""
"2003","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1554098",""
"2003","France","Number","Females","Total","Meningitis","67",""
"2003","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","87738",""
"2003","France","Number","Females","Total","Ischaemic54heart54diseases","1954741",""
"2003","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","2754084",""
"2003","France","Number","Females","Total","Cerebrovascular54diseases","22116",""
"2003","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","1754572",""
"2003","France","Number","Females","Total","Influenza","283",""
"2003","France","Number","Females","Total","Pneumonia","654578",""
"2003","France","Number","Females","Total","Chronic54lower54respiratory54diseases","3714",""
"2003","France","Number","Females","Total","Asthma54and54status54asthmaticus","895",""
"2003","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","11556",""
"2003","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","481",""
"2003","France","Number","Females","Total","Chronic54liver54disease","2479",""
"2003","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","154680",""
"2003","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","2594",""
"2003","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","555",""
"2003","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454437",""
"2003","France","Number","Females","Total","Diseases54of54kidney54and54ureter","3269",""
"2003","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","66",""
"2003","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","673",""
"2003","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","774",""
"2003","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","82",""
"2003","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","287",""
"2003","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","22274",""
"2003","France","Number","Females","Total","Sudden54infant54death54syndrome","90",""
"2003","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","6174",""
"2003","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","1754542",""
"2003","France","Number","Females","Total","Accidents","13624",""
"2003","France","Number","Females","Total","Transport54accidents54(V01-V99)","1538",""
"2003","France","Number","Females","Total","Falls","354149",""
"2003","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","507",""
"2003","France","Number","Females","Total","Intentional54self-harm","2864",""
"2003","France","Number","Females","Total","Assault","197",""
"2003","France","Number","Females","Total","Event54of54undetermined54intent","121",""
"2004","France","Number","Males","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","26854653",""
"2004","France","Number","Males","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","554067",""
"2004","France","Number","Males","Total","Tuberculosis","433",""
"2004","France","Number","Males","Total","Meningococcal54infection","18",""
"2004","France","Number","Males","Total","Viral54hepatitis","399",""
"2004","France","Number","Males","Total","Human54immunodeficiency54virus54[HIV]54disease","766",""
"2004","France","Number","Males","Total","Neoplasms","9254071",""
"2004","France","Number","Males","Total","Malignant54neoplasms54(C00-C97)","8854852",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","3623",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54oesophagus","3257",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54stomach","3216",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54colon","654541",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","254363",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","5345",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54pancreas","454088",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","2254965",""
"2004","France","Number","Males","Total","Malignant54melanoma54of54skin","775",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54breast","206",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54cervix54uteri",":",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54other54parts54of54uterus",":",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54ovary",":",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54prostate","9398",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1960",""
"2004","France","Number","Males","Total","Malignant54neoplasm54of54bladder","3460",""
"2004","France","Number","Males","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","654625",""
"2004","France","Number","Males","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1003",""
"2004","France","Number","Males","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","8426",""
"2004","France","Number","Males","Total","Diabetes54mellitus","5344",""
"2004","France","Number","Males","Total","Mental54and54behavioural54disorders54(F00-F99)","6921",""
"2004","France","Number","Males","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","254371",""
"2004","France","Number","Males","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","144",""
"2004","France","Number","Males","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","954980",""
"2004","France","Number","Males","Total","Meningitis","83",""
"2004","France","Number","Males","Total","Diseases54of54the54circulatory54system54(I00-I99)","7054815",""
"2004","France","Number","Males","Total","Ischaemic54heart54diseases","23420",""
"2004","France","Number","Males","Total","Other54heart54diseases54(I30-I33,54I39-I52)","1854837",""
"2004","France","Number","Males","Total","Cerebrovascular54diseases","1454515",""
"2004","France","Number","Males","Total","Diseases54of54the54respiratory54system54(J00-J99)","16230",""
"2004","France","Number","Males","Total","Influenza","56",""
"2004","France","Number","Males","Total","Pneumonia","454506",""
"2004","France","Number","Males","Total","Chronic54lower54respiratory54diseases","5446",""
"2004","France","Number","Males","Total","Asthma54and54status54asthmaticus","410",""
"2004","France","Number","Males","Total","Diseases54of54the54digestive54system54(K00-K93)","12538",""
"2004","France","Number","Males","Total","Ulcer54of54stomach,54duodenum54and54jejunum","412",""
"2004","France","Number","Males","Total","Chronic54liver54disease","554601",""
"2004","France","Number","Males","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","555",""
"2004","France","Number","Males","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","1251",""
"2004","France","Number","Males","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","152",""
"2004","France","Number","Males","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","3973",""
"2004","France","Number","Males","Total","Diseases54of54kidney54and54ureter","354106",""
"2004","France","Number","Males","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)",":",""
"2004","France","Number","Males","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","889",""
"2004","France","Number","Males","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","831",""
"2004","France","Number","Males","Total","Congenital54malformations54of54the54nervous54system","87",""
"2004","France","Number","Males","Total","Congenital54malformations54of54the54circulatory54system","340",""
"2004","France","Number","Males","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","14974",""
"2004","France","Number","Males","Total","Sudden54infant54death54syndrome","160",""
"2004","France","Number","Males","Total","Ill-defined54and54unknown54causes54of54mortality","654642",""
"2004","France","Number","Males","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","2354129",""
"2004","France","Number","Males","Total","Accidents","1354599",""
"2004","France","Number","Males","Total","Transport54accidents54(V01-V99)","454237",""
"2004","France","Number","Males","Total","Falls","254625",""
"2004","France","Number","Males","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","467",""
"2004","France","Number","Males","Total","Intentional54self-harm","854000",""
"2004","France","Number","Males","Total","Assault","311",""
"2004","France","Number","Males","Total","Event54of54undetermined54intent","399",""
"2004","France","Number","Females","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","25054788",""
"2004","France","Number","Females","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","454824",""
"2004","France","Number","Females","Total","Tuberculosis","404",""
"2004","France","Number","Females","Total","Meningococcal54infection","18",""
"2004","France","Number","Females","Total","Viral54hepatitis","342",""
"2004","France","Number","Females","Total","Human54immunodeficiency54virus54[HIV]54disease","252",""
"2004","France","Number","Females","Total","Neoplasms","6254907",""
"2004","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","5954794",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","740",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","697",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54stomach","154894",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54colon","5853",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","154879",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","154839",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","3773",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","554677",""
"2004","France","Number","Females","Total","Malignant54melanoma54of54skin","661",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54breast","11333",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","768",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","2254",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3272",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1089",""
"2004","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1153",""
"2004","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","5894",""
"2004","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1161",""
"2004","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","11101",""
"2004","France","Number","Females","Total","Diabetes54mellitus","654053",""
"2004","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","9372",""
"2004","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","581",""
"2004","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","22",""
"2004","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1354853",""
"2004","France","Number","Females","Total","Meningitis","97",""
"2004","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","79510",""
"2004","France","Number","Females","Total","Ischaemic54heart54diseases","17812",""
"2004","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","2454405",""
"2004","France","Number","Females","Total","Cerebrovascular54diseases","2054024",""
"2004","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","1454563",""
"2004","France","Number","Females","Total","Influenza","107",""
"2004","France","Number","Females","Total","Pneumonia","5176",""
"2004","France","Number","Females","Total","Chronic54lower54respiratory54diseases","3286",""
"2004","France","Number","Females","Total","Asthma54and54status54asthmaticus","753",""
"2004","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","1054809",""
"2004","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","431",""
"2004","France","Number","Females","Total","Chronic54liver54disease","254327",""
"2004","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","1354",""
"2004","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","2279",""
"2004","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","475",""
"2004","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454052",""
"2004","France","Number","Females","Total","Diseases54of54kidney54and54ureter","354194",""
"2004","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","61",""
"2004","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","676",""
"2004","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","745",""
"2004","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","74",""
"2004","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","293",""
"2004","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","18342",""
"2004","France","Number","Females","Total","Sudden54infant54death54syndrome","106",""
"2004","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","5143",""
"2004","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","15179",""
"2004","France","Number","Females","Total","Accidents","11078",""
"2004","France","Number","Females","Total","Transport54accidents54(V01-V99)","1390",""
"2004","France","Number","Females","Total","Falls","254799",""
"2004","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","466",""
"2004","France","Number","Females","Total","Intentional54self-harm","254979",""
"2004","France","Number","Females","Total","Assault","213",""
"2004","France","Number","Females","Total","Event54of54undetermined54intent","87",""
"2005","France","Number","Males","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","27654553",""
"2005","France","Number","Males","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","5206",""
"2005","France","Number","Males","Total","Tuberculosis","443",""
"2005","France","Number","Males","Total","Meningococcal54infection","12",""
"2005","France","Number","Males","Total","Viral54hepatitis","430",""
"2005","France","Number","Males","Total","Human54immunodeficiency54virus54[HIV]54disease","685",""
"2005","France","Number","Males","Total","Neoplasms","9354550",""
"2005","France","Number","Males","Total","Malignant54neoplasms54(C00-C97)","9054157",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","3442",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54oesophagus","3323",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54stomach","354177",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54colon","654461",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","254395",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","5516",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54pancreas","454235",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","23467",""
"2005","France","Number","Males","Total","Malignant54melanoma54of54skin","810",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54breast","203",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54cervix54uteri",":",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54other54parts54of54uterus",":",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54ovary",":",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54prostate","9393",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1977",""
"2005","France","Number","Males","Total","Malignant54neoplasm54of54bladder","3611",""
"2005","France","Number","Males","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","654785",""
"2005","France","Number","Males","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","983",""
"2005","France","Number","Males","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","854597",""
"2005","France","Number","Males","Total","Diabetes54mellitus","5594",""
"2005","France","Number","Males","Total","Mental54and54behavioural54disorders54(F00-F99)","7424",""
"2005","France","Number","Males","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","2534",""
"2005","France","Number","Males","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","145",""
"2005","France","Number","Males","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","11207",""
"2005","France","Number","Males","Total","Meningitis","83",""
"2005","France","Number","Males","Total","Diseases54of54the54circulatory54system54(I00-I99)","71557",""
"2005","France","Number","Males","Total","Ischaemic54heart54diseases","23300",""
"2005","France","Number","Males","Total","Other54heart54diseases54(I30-I33,54I39-I52)","19344",""
"2005","France","Number","Males","Total","Cerebrovascular54diseases","1454844",""
"2005","France","Number","Males","Total","Diseases54of54the54respiratory54system54(J00-J99)","18366",""
"2005","France","Number","Males","Total","Influenza","368",""
"2005","France","Number","Males","Total","Pneumonia","5225",""
"2005","France","Number","Males","Total","Chronic54lower54respiratory54diseases","654026",""
"2005","France","Number","Males","Total","Asthma54and54status54asthmaticus","433",""
"2005","France","Number","Males","Total","Diseases54of54the54digestive54system54(K00-K93)","1254758",""
"2005","France","Number","Males","Total","Ulcer54of54stomach,54duodenum54and54jejunum","466",""
"2005","France","Number","Males","Total","Chronic54liver54disease","5579",""
"2005","France","Number","Males","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","535",""
"2005","France","Number","Males","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","1256",""
"2005","France","Number","Males","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","149",""
"2005","France","Number","Males","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454184",""
"2005","France","Number","Males","Total","Diseases54of54kidney54and54ureter","3228",""
"2005","France","Number","Males","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)",":",""
"2005","France","Number","Males","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","867",""
"2005","France","Number","Males","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","828",""
"2005","France","Number","Males","Total","Congenital54malformations54of54the54nervous54system","63",""
"2005","France","Number","Males","Total","Congenital54malformations54of54the54circulatory54system","312",""
"2005","France","Number","Males","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","15836",""
"2005","France","Number","Males","Total","Sudden54infant54death54syndrome","165",""
"2005","France","Number","Males","Total","Ill-defined54and54unknown54causes54of54mortality","754084",""
"2005","France","Number","Males","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","23399",""
"2005","France","Number","Males","Total","Accidents","13944",""
"2005","France","Number","Males","Total","Transport54accidents54(V01-V99)","454204",""
"2005","France","Number","Males","Total","Falls","254635",""
"2005","France","Number","Males","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","571",""
"2005","France","Number","Males","Total","Intentional54self-harm","754958",""
"2005","France","Number","Males","Total","Assault","326",""
"2005","France","Number","Males","Total","Event54of54undetermined54intent","376",""
"2005","France","Number","Females","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","26154633",""
"2005","France","Number","Females","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","554063",""
"2005","France","Number","Females","Total","Tuberculosis","418",""
"2005","France","Number","Females","Total","Meningococcal54infection","19",""
"2005","France","Number","Females","Total","Viral54hepatitis","355",""
"2005","France","Number","Females","Total","Human54immunodeficiency54virus54[HIV]54disease","232",""
"2005","France","Number","Females","Total","Neoplasms","6454281",""
"2005","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","61027",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","754",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","674",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54stomach","154867",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54colon","554990",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","1968",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","1922",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","3907",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","6127",""
"2005","France","Number","Females","Total","Malignant54melanoma54of54skin","716",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54breast","11466",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","761",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","2288",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3349",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1156",""
"2005","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1139",""
"2005","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","654018",""
"2005","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1231",""
"2005","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","11367",""
"2005","France","Number","Females","Total","Diabetes54mellitus","6210",""
"2005","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","954949",""
"2005","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","639",""
"2005","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","30",""
"2005","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1554615",""
"2005","France","Number","Females","Total","Meningitis","79",""
"2005","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","81322",""
"2005","France","Number","Females","Total","Ischaemic54heart54diseases","17842",""
"2005","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","2554664",""
"2005","France","Number","Females","Total","Cerebrovascular54diseases","2054076",""
"2005","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","17268",""
"2005","France","Number","Females","Total","Influenza","643",""
"2005","France","Number","Females","Total","Pneumonia","6132",""
"2005","France","Number","Females","Total","Chronic54lower54respiratory54diseases","3676",""
"2005","France","Number","Females","Total","Asthma54and54status54asthmaticus","758",""
"2005","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","1054950",""
"2005","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","423",""
"2005","France","Number","Females","Total","Chronic54liver54disease","254340",""
"2005","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","1256",""
"2005","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","254370",""
"2005","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","510",""
"2005","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454386",""
"2005","France","Number","Females","Total","Diseases54of54kidney54and54ureter","3411",""
"2005","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","47",""
"2005","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","661",""
"2005","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","717",""
"2005","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","59",""
"2005","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","268",""
"2005","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","1954781",""
"2005","France","Number","Females","Total","Sudden54infant54death54syndrome","94",""
"2005","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","5884",""
"2005","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","15369",""
"2005","France","Number","Females","Total","Accidents","11370",""
"2005","France","Number","Females","Total","Transport54accidents54(V01-V99)","1404",""
"2005","France","Number","Females","Total","Falls","254775",""
"2005","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","464",""
"2005","France","Number","Females","Total","Intentional54self-harm","254937",""
"2005","France","Number","Females","Total","Assault","168",""
"2005","France","Number","Females","Total","Event54of54undetermined54intent","67",""
"2006","France","Number","Males","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","271406",""
"2006","France","Number","Males","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","5331",""
"2006","France","Number","Males","Total","Tuberculosis","402",""
"2006","France","Number","Males","Total","Meningococcal54infection","14",""
"2006","France","Number","Males","Total","Viral54hepatitis","407",""
"2006","France","Number","Males","Total","Human54immunodeficiency54virus54[HIV]54disease","668",""
"2006","France","Number","Males","Total","Neoplasms","93207",""
"2006","France","Number","Males","Total","Malignant54neoplasms54(C00-C97)","8954915",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","3473",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54oesophagus","354193",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54stomach","354166",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54colon","654379",""
